STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/7/2014 12:51,FM-15,CLR:00,9,,88,31.1,72,22,63,17.2,43,10,VRB,18,29.64,8,0.06,29.78,0,29.81,,,,,,,,,,431,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/7/2014 13:51,FM-15,FEW:02 60,9,,88,31.1,73,22.9,66,18.9,48,,,,29.63,,,29.77,0,29.8,,,,,,,,,,431,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/7/2014 14:51,FM-15,CLR:00,9,,88,31.1,73,22.9,66,18.9,48,7,VRB,17,29.61,,,29.75,0,29.78,,,,,,,,,,431,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/7/2014 15:51,FM-15,CLR:00,10,,90,32.2,71,21.7,61,16.1,38,6,VRB,,29.6,6,0.04,29.74,0,29.77,,,,,,,,,,431,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/7/2014 16:51,FM-15,CLR:00,9,,87,30.6,72,22.1,64,17.8,46,7,VRB,,29.6,,,29.73,0,29.76,,,,,,,,,,431,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/7/2014 17:51,FM-15,CLR:00,9,,88,31.1,72,22,63,17.2,43,,,,29.6,,,29.74,0,29.77,,,,,,,,,,431,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/7/2014 18:51,FM-15,CLR:00,9,,86,30,71,21.6,63,17.2,46,5,VRB,,29.62,3,-0.02,29.76,0,29.79,,,,,,,,,,431,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/7/2014 19:51,FM-15,CLR:00,10,,85,29.4,70,20.9,61,16.1,45,6,VRB,23,29.63,,,29.78,0,29.8,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/7/2014 20:51,FM-15,CLR:00,10,,85,29.4,70,20.9,61,16.1,45,8,VRB,,29.65,,,29.79,0,29.82,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/7/2014 21:51,FM-15,CLR:00,10,,83,28.3,69,20.8,62,16.7,49,5,VRB,,29.65,1,-0.04,29.8,0,29.82,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/7/2014 22:51,FM-15,CLR:00,10,,82,27.8,70,21.3,64,17.8,55,5,VRB,,29.66,,,29.81,0,29.83,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/7/2014 23:51,FM-15,BKN:07 55 OVC:08 75,10,,80,26.7,69,20.3,62,16.7,54,7,VRB,,29.71,,,29.85,0.04,29.88,90,72,81,4.9,,,,0,16,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/7/2014 23:56,FM-16,FEW:02 30 BKN:07 60 OVC:08 75,1.75,-RA:02 |RA:61 |,77,25,69,20.4,64,17.8,64,7,VRB,21,29.72,,,,T,29.89,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/7/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,90,72,81,4.9,54,63,69,0,16,432,1929,RA:16,0.04,0,0,29.68,29.82,5.7,25,240,14,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 0:14,FM-16,BKN:07 29 BKN:07 60 OVC:08 80,0.75,+RA:02 BR:1 |RA:63 |,71,21.7,69,20.6,68,20,90,6,VRB,,29.73,,,,0.18,29.9,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 0:25,FM-16,BKN:07 30 BKN:07 55 OVC:08 90,1.25,RA:02 BR:1 |RA:62 |,71,21.7,69,20.6,68,20,90,0,0,,29.71,,,,0.35,29.88,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 0:33,FM-16,BKN:07 41 BKN:07 60 OVC:08 95,2.5,RA:02 BR:1 |RA:62 |,71,21.7,69,20.6,68,20,90,3,VRB,,29.69,,,,0.39,29.86,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 0:43,FM-16,FEW:02 41 SCT:04 75 OVC:08 100,5,-RA:02 BR:1 |RA:61 |,71,21.7,69,20.6,68,20,90,0,0,,29.69,,,,0.41,29.86,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 0:51,FM-15,FEW:02 55 OVC:08 95,5,-RA:02 BR:1 |RA:61 |,72,22.2,69,20.8,68,20,87,0,0,,29.68,0,-0.03,29.83,0.38,29.85,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 1:51,FM-15,BKN:07 120,9,,71,21.7,69,20.6,68,20,90,6,260,,29.66,,,29.8,0.01,29.83,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 2:51,FM-15,CLR:00,7,,72,22.2,70,21.1,69,20.6,91,0,0,,29.65,,,29.8,0,29.82,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 3:51,FM-15,CLR:00,7,,72,22.2,70,21.1,69,20.6,91,3,VRB,,29.64,6,0.04,29.78,0,29.81,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 4:51,FM-15,CLR:00,6,BR:1 ||,72,22.2,69,20.8,68,20,87,0,0,,29.63,,,29.77,0,29.8,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 5:51,FM-15,CLR:00,7,,74,23.3,70,21.2,68,20,82,3,230,,29.65,,,29.79,0,29.82,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 6:51,FM-15,CLR:00,7,,76,24.4,71,21.9,69,20.6,79,6,VRB,,29.69,3,-0.04,29.83,0,29.86,,,,,,,,,,432,1929,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 7:51,FM-15,CLR:00,7,,77,25,72,22,69,20.6,77,6,VRB,,29.69,,,29.83,0,29.86,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 8:51,FM-15,CLR:00,7,,80,26.7,73,22.9,70,21.1,71,6,VRB,,29.69,,,29.83,0,29.86,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 9:51,FM-15,CLR:00,8,,83,28.3,73,22.7,68,20,61,3,VRB,,29.68,8,0.01,29.82,0,29.84,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 10:51,FM-15,CLR:00,8,,88,31.1,73,22.6,65,18.3,46,5,VRB,,29.66,,,29.8,0,29.83,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 11:51,FM-15,FEW:02 60,9,,89,31.7,74,23.1,66,18.9,47,6,VRB,20,29.65,,,29.79,0,29.82,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 12:51,FM-15,SCT:04 60,8,,89,31.7,75,23.7,68,20,50,,,,29.63,7,,29.78,0,29.8,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 13:51,FM-15,CLR:00,8,,89,31.7,75,23.7,68,20,50,5,170,,29.61,,,29.75,0,29.78,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 14:51,FM-15,CLR:00,9,,88,31.1,74,23.5,68,20,52,5,VRB,,29.6,,,29.73,0,29.76,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 15:51,FM-15,CLR:00,9,,88,31.1,74,23.2,67,19.4,50,5,190,,29.56,8,0.07,29.7,0,29.73,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 16:51,FM-15,SCT:04 80,9,,89,31.7,72,22.4,64,17.8,43,,,,29.55,,,29.69,0,29.72,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 17:51,FM-15,CLR:00,8,,86,30,73,22.9,67,19.4,53,6,VRB,,29.55,,,29.69,0,29.71,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 18:51,FM-15,CLR:00,8,,85,29.4,74,23.4,69,20.6,59,6,VRB,,29.53,8,0.02,29.68,0,29.7,,,,,,,,,,432,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 19:51,FM-15,CLR:00,9,,84,28.9,74,23.2,69,20.6,61,3,VRB,,29.55,,,29.69,0,29.72,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 20:51,FM-15,CLR:00,9,,84,28.9,73,22.9,68,20,59,,,,29.55,,,29.69,0,29.72,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 21:51,FM-15,FEW:02 70 SCT:04 90 SCT:04 110,9,-RA:02 |RA:61 |,77,25,70,21,66,18.9,69,13,250,22,29.62,3,-0.09,29.76,T,29.79,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 22:51,FM-15,CLR:00,10,,76,24.4,69,20.5,65,18.3,69,7,VRB,,29.64,,,29.78,0,29.81,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 23:51,FM-15,CLR:00,10,,75,23.9,69,20.3,65,18.3,71,,,,29.64,,,29.78,0,29.81,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/8/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,91,71,81,4.8,66,68,72,0,16,433,1929,RA:16 BR:13,0.39,0,0,29.63,29.76,4.6,33,260,15,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 0:51,FM-15,CLR:00,10,,73,22.8,68,19.9,65,18.3,76,7,240,,29.64,1,-0.02,29.79,0,29.81,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 1:51,FM-15,CLR:00,10,,73,22.8,68,19.9,65,18.3,76,7,VRB,,29.64,,,29.79,0,29.81,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 2:51,FM-15,CLR:00,10,,73,22.8,68,19.9,65,18.3,76,,,,29.65,,,29.79,0,29.82,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 3:51,FM-15,CLR:00,10,,73,22.8,68,19.9,65,18.3,76,6,VRB,,29.66,3,-0.02,29.81,0,29.83,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 4:51,FM-15,CLR:00,10,,72,22.2,68,19.8,65,18.3,79,,,,29.7,,,29.84,0,29.87,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 5:51,FM-15,CLR:00,10,,72,22.2,68,19.8,65,18.3,79,5,VRB,,29.72,,,29.86,0,29.89,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 6:51,FM-15,CLR:00,10,,73,22.8,68,19.9,65,18.3,76,3,VRB,,29.73,1,-0.06,29.87,0,29.9,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 7:51,FM-15,CLR:00,10,,76,24.4,69,20.5,65,18.3,69,5,VRB,,29.74,,,29.88,0,29.91,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 8:51,FM-15,SCT:04 120,10,,78,25.6,68,20.2,63,17.2,60,7,VRB,,29.74,,,29.88,0,29.91,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 9:51,FM-15,SCT:04 110,10,,81,27.2,68,20.2,61,16.1,51,0,0,,29.75,1,-0.02,29.89,0,29.92,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 10:51,FM-15,SCT:04 100,10,,81,27.2,69,20.8,63,17.2,54,3,VRB,,29.75,,,29.9,0,29.92,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 11:51,FM-15,FEW:02 110,10,,85,29.4,70,20.9,61,16.1,45,3,VRB,,29.75,,,29.89,0,29.92,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 12:51,FM-15,CLR:00,10,,86,30,69,20.5,59,15,40,10,240,,29.75,8,0.01,29.89,0,29.92,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 13:51,FM-15,SCT:04 60,10,,85,29.4,71,21.8,64,17.8,50,5,VRB,,29.73,,,29.87,0,29.9,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 14:51,FM-15,SCT:04 50,10,,84,28.9,73,22.6,67,19.4,57,7,VRB,,29.72,,,29.86,0,29.89,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 15:51,FM-15,SCT:04 50 BKN:07 100,9,,83,28.3,73,22.7,68,20,61,8,170,,29.71,6,0.04,29.85,0,29.88,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 16:51,FM-15,CLR:00,9,,82,27.8,73,22.9,69,20.6,65,5,VRB,,29.7,,,29.84,0,29.87,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 17:51,FM-15,FEW:02 110,9,,81,27.2,72,22.4,68,20,65,3,VRB,,29.72,,,29.86,0,29.89,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 18:51,FM-15,FEW:02 55 SCT:04 70 SCT:04 120,10,,84,28.9,71,21.6,64,17.8,51,,,,29.74,3,,29.88,0,29.91,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 19:06,FM-16,FEW:02 47 BKN:07 55 BKN:07 70,1.25,RA:02 |RA:62 |,78,25.6,70,20.9,65,18.3,64,8,VRB,,29.76,,,,T,29.93,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 19:15,FM-16,FEW:02 40 BKN:07 55 OVC:08 70,0.75,RA:02 |RA:62 |,72,22.2,69,20.4,67,19.4,84,5,VRB,21,29.75,,,,0.09,29.92,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,7/9/2014 19:20,FM-16,FEW:02 40 BKN:07 50 OVC:08 70,2.5,-RA:02 |RA:61 |,72,22.2,69,20.4,67,19.4,84,5,270,,29.76,,,,0.09,29.93,,,,,,,,,,433,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
